ddnnhhddyytt | @boykedua Inginku belikan kapal perang, pesawat tempur, jet pribadi, dan semua yang kutapunya. Tapi, kayaknya seblak dulu enak kali yaaa | 0 | 0 | 1;
NizarLim | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
dicdogg99 | RT @Mentimoen: Berita sliweran terjadi, foto diberi caption berbeda. Misalnya, kantor berita Ukraina menyebarkan foto (kiri) apartment yg t… | 0 | 122 | 0;
catreonot | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
Naggie___5 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
RyanBertutur | RT @SoftWarNews: Kondisi di bandara militer di Ivano-François setelah dihantam rudal Rusia.     Beberapa pesawat tempur MiG-29 milik Angkatan… | 0 | 4 | 0;
denianggap | Turki dan Pakistan Kembangkan Pesawat Tempur Siluman https://t.co/V6Me8LfB3s https://t.co/pTPbbBRWGo | 0 | 0 | 0;
RiaMari66594211 | RT @defenceview_id: THREAD    Apakah jumlah pasukan memastikan kemenangan?    Mengandalkan jumlah pasukan saja tidak cukup. Manpower harus didu… | 0 | 43 | 0;
BukanPengkhian1 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
tehijau2011 | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
vedantp77023791 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
konflikdunia | 4 pesawat tempur #Rusia melanggar wilayah udara #Swedia dalam waktu yang singkat.    - Militer Swedia | 0 | 0 | 1;
BacodGamers | RT @wonghumanusia: Sejumlah pesawat tempur Mig-29 milik Skuadron Udara 114th Tactical Aviation Brigade AU Ukraina hancur karena serangan pr… | 0 | 6 | 0;
SangJelajah | RT @mahmoedi_ahmad: @hasmibakhtiar Parah sik, ransum expired, kelaparan, bahan bakar sekali jalan, amunisi buat tempur bbrp hari doang, blm… | 0 | 1 | 0;
idinzainuddin | RT @hidcom: Turki dan Pakistan bersama-sama mengembangkan jet tempur generasi ke-5. Ini merupakan bagian dari upaya untuk meningkatkan arma… | 0 | 7 | 0;
wan_tanpanama | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
TrisonicFoxbat | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
theSkull_Knight | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
defencegamma | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
4rdn4n | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
RachMad82492577 | RT @wonghumanusia: Sejumlah pesawat tempur Mig-29 milik Skuadron Udara 114th Tactical Aviation Brigade AU Ukraina hancur karena serangan pr… | 0 | 6 | 0;
Syamsud76579252 | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
sileboey | Pesawat tempur by IWAN FALS - https://t.co/GF8VbRNgg0 | 0 | 0 | 0;
SuryoUdoro | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
winwinwinrt_ | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
FULLlNREBEL | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
AlfathMauzy | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
TRANSlivetv1 | *Apakah rusia bisa bertahan,jika di serang oleh 100 pesawat tempur nato https://t.co/Jrdq3q8S0E via @YouTube | 0 | 0 | 0;
ZonaPriangan | Dua Pesawat Tempur Rusia Bertabrakan, Ternyata Itu Hoax Karena Terjadi 30 Tahun yang Lalu https://t.co/o8dIKWDHqX | 0 | 0 | 0;
telegramnow | @InYourDream997 @ShiroNekoRusso Indonesia aja mau beli pesawat tempur dari Rusia saja USA gak terima,sampai ngancam embargo segala  😁 | 0 | 1 | 6;
jainy512 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
mujaaulia29 | RT @Yuar301: 38 sistem rudal anti-pesawat S-300, Buk M-1 dan Osa, 51 stasiun radar.     47 pesawat di darat dan 11 pesawat di udara, 472 tank… | 0 | 1 | 0;
mujaaulia29 | RT @Yuar301: Seorang jurnalis di Lviv melaporkan bahwa dia telah melihat 6 pesawat tempur terbang di Lviv itu, yang menunjukkan bahwa peran… | 0 | 1 | 0;
Ben14Has | @bemaa0 Yang penting bukan pesawat tempur  ✈️   🌤️✈️  🌤️✈️ | 0 | 0 | 0;
mahmoedi_ahmad | @hasmibakhtiar Parah sik, ransum expired, kelaparan, bahan bakar sekali jalan, amunisi buat tempur bbrp hari doang,… https://t.co/4uqMEVgZcR | 0 | 1 | 2;
Nacromancer333 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
akunusam | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
NanaSuryacandra | RT @SoftWarNews: Kondisi di bandara militer di Ivano-François setelah dihantam rudal Rusia.     Beberapa pesawat tempur MiG-29 milik Angkatan… | 0 | 4 | 0;
RoyantinaDhilla | @ridwankamil Alangkah baiknya jika kita bantu dengan kekuatan militer Indonesia untuk perdamaian di sana?! Kita kir… https://t.co/qUByMP3NMe | 0 | 0 | 0;
Aldoaria | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
okezonenews | Teknologi alutsista Rusia lebih canggih dari Ukraina, mulai dari pesawat tempur, tank hingga rudal. Ini perbandinga… https://t.co/ZCLCswPprK | 0 | 0 | 2;
ferascorp | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
VickySt42839172 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
Barokahaamiin | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
1899ben | RT @mazzini_gsp: Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tempur nge… | 0 | 24 | 0;
Squeen134 | @mochimoio Siniiii, ntr gw kirim pesawat tempur biar cepet nyampe | 0 | 0 | 0;
mazzini_gsp | Belakangan gue cukup merhatiin isu-isu lingkungan soal kualitas udara akibat bulan lalu sempet ada hoax pesawat tem… https://t.co/mdz7WYPhj2 | 0 | 24 | 104;
abgmattt | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
faiqrozan08 | RT @FarisAbdala: Udah capek2 Pak Habibie bangun IPTN, kompetensi engineering dibangun selama 45 tahun, SDMnya kuliah jauh2, pas AU butuh pe… | 0 | 1 | 0;
HendroSca | @FerryIrwanto2 @maspiyuaja rusia nyerang ukraina cm pakai alat tempur lama/usang,  pesawat aja cm beberapa,  tank2 la… https://t.co/K6glXsuu61 | 0 | 0 | 0;
Moeldachlan | @SoftWarNews Punya jawaban atas pertanyaan, salah satu media, kenapa rusia tidak banyak menggunakan pesawat tempur dalam perang ini???? | 0 | 0 | 2;
maarif_1974 | RT @hidcom: Turki dan Pakistan bersama-sama mengembangkan jet tempur generasi ke-5. Ini merupakan bagian dari upaya untuk meningkatkan arma… | 0 | 7 | 0;
ari_aef | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
bunkaya7783 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
donkardono | An interesting story behind the Russian Invasion, which is the heroic actions of Ukrainian fighter pilots, good  sk… https://t.co/Asb8dYTH3Y | 0 | 0 | 2;
MustofaMd | RT @hidcom: Turki dan Pakistan bersama-sama mengembangkan jet tempur generasi ke-5. Ini merupakan bagian dari upaya untuk meningkatkan arma… | 0 | 7 | 0;
yizhei | @krysea KAK AKU POCECIP!!! kakak gemec ke josepin minta pesawat tempur 😠 | 0 | 0 | 0;
abu_hafidz66 | RT @hidcom: Turki dan Pakistan bersama-sama mengembangkan jet tempur generasi ke-5. Ini merupakan bagian dari upaya untuk meningkatkan arma… | 0 | 7 | 0;
Sj56679 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
THE_Ntwo | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
Akualamisendiri | Jet-1. Melihat cara Amerika dkk memberi sanksi Rusia teringat dulu Amerika juga pernah embargo Indonesia. Terus ing… https://t.co/puEbdk2T8A | 0 | 0 | 0;
seragranzeus | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
tribunnews | Pakar AS Dibuat Bingung Strategi Putin yang Tak Mengerahkan Pesawat Tempur Gempur Ukraina     https://t.co/dBT01PWToc | 0 | 0 | 1;
hazip_00 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
nyak_ih_meutuah | RT @hidcom: Turki dan Pakistan bersama-sama mengembangkan jet tempur generasi ke-5. Ini merupakan bagian dari upaya untuk meningkatkan arma… | 0 | 7 | 0;
hidcom | Turki dan Pakistan bersama-sama mengembangkan jet tempur generasi ke-5. Ini merupakan bagian dari upaya untuk menin… https://t.co/q4gfcFxwH1 | 0 | 7 | 37;
suverma1999 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
sapuang__ | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
Grivod | Bukan Negara China namanya jika tidak Plagiat &amp; mengesampingkan Hak Kekayaan Intelektual ngr lain...Deretan Pesawat… https://t.co/1IGwmecnJ1 | 0 | 0 | 0
happymasterkt | https://t.co/8PikPbNvLg Pernyataan Resmi Militer Rusia: Kota Kherson Takluk, 58 Pesawat Tempur Ukraina Dihancurkan… https://t.co/D1jF9tdTJx | 0 | 0 | 0;
FarisAbdala | Udah capek2 Pak Habibie bangun IPTN, kompetensi engineering dibangun selama 45 tahun, SDMnya kuliah jauh2, pas AU b… https://t.co/cfM9kpD9kI | 0 | 1 | 0;
mikramli | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
skywlker_96 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
Sat_0308 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
JamesRegaz | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
Archlet1 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
MohamadAisar | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
stationsj070 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
ferdi_fadli5 | Playlist off day minggu ini :    Michael Jackson -Heal the World  John Lennon - Imagine  Slank - Piss  Nasida ria - Perd… https://t.co/KtUCDxv0kt | 0 | 0 | 0;
Yuar301 | Seorang jurnalis di Lviv melaporkan bahwa dia telah melihat 6 pesawat tempur terbang di Lviv itu, yang menunjukkan… https://t.co/iu8BG53gVE | 0 | 1 | 6;
LiaIsti6 | RT @AngelMaximilan: @AngelMaximilan Penjajahan modern sedang terjadi.. Dengan dalih membantu mengamankan... Tidak ada yang gratis dalam hal… | 0 | 2 | 0;
Alif2397045973 | RT @MightyWar3: India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited akan dit… | 0 | 40 | 0;
MightyWar3 | India Ganti Komponen Israel Pada Tejas Demi Malaysia!    Pesawat tempur LCA Tejas dari Hindustan Aeronautics Limited… https://t.co/n1PZbz1O7B | 0 | 40 | 216;
_890no | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
shogolivo | RT @wonghumanusia: Sejumlah pesawat tempur Mig-29 milik Skuadron Udara 114th Tactical Aviation Brigade AU Ukraina hancur karena serangan pr… | 0 | 6 | 0;
yo2thok | Suara dogfight/pertempuran udara di atas wilayah #Kharkov di mana pesawat tempur Rusia menembak jatuh pesawat Su-27… https://t.co/ZRpSxOx5Ov | 0 | 0 | 6;
budiMT | @detikcom Dan cerita tentang kepahlawanan Ghost of Kyiv pun berlanjut.     Didoakan mampu menjatuhkan 50 pesawat temp… https://t.co/1g1nJKrhS5 | 0 | 0 | 0;
Yuar301 | 38 sistem rudal anti-pesawat S-300, Buk M-1 dan Osa, 51 stasiun radar.     47 pesawat di darat dan 11 pesawat di udar… https://t.co/gzqExC13uJ | 0 | 1 | 7;
amien_xkw | Indonesia ngabisin duit banyak buat beli pesawat tempur kopong sebenarnya. Negara sekeliling Indonesia adalah anggo… https://t.co/Uj4Rb37RBc | 0 | 0 | 1;
siningbingWin12 | Pesawat tempur mulai belajar 🥺🥺 | 0 | 0 | 0;
sileboey | Pesawat tempur by IWAN FALS - https://t.co/GF8VbRwde0 | 0 | 0 | 0;
kelvin_hav01 | @RaihanESP @rahmadhiana_17 @Odywahyu Disisi lain aku pernah baca kalau Amerika pernah nawarin pesawat tempur ke Ind… https://t.co/ZF2Ly5geNc | 0 | 0 | 0;
Hegie_bae | RT @suki_kane1: Jaman skrg, untuk menaklukkan suatu negara gak harus kirim pesawat tempur untuk bombardir lalu kirim pasukan untuk menduduk… | 0 | 1 | 0;
suki_kane1 | Jaman skrg, untuk menaklukkan suatu negara gak harus kirim pesawat tempur untuk bombardir lalu kirim pasukan untuk… https://t.co/oEIDsDT573 | 0 | 1 | 1;
"tuanputriitay | Jadi inget temen gw yg Syrian, namanya Baraah, rumahnya di Alepo. Pas gw tanya   ""Gimana cara lo pulang kampung?""  di… https://t.co/37BIkP9VrM | 0 | 0 | 0";
mongrayss | RT @Marchfoward: Almat Altey Syarikat Pertahanan Rusia menyatakan radar Noba-M mampu mengesan F-22 dan F-35 iaitu pesawat tempur stealth te… | 0 | 130 | 0;
Goestavo | Indonesia baru beli 42 Unit Pesawat Tempur Rafale dr Perancis...They know something we don't know...hmm | 0 | 0 | 0;
renaldy_dimas | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
hajisubangg | Minyak pesawat tempur dari kemaren gaabis abis ya | 0 | 0 | 0;
herricahyadi | @estehkremes Udah bagus sbrnnya, salah satu anak emas industri pertahanan Turki. Bentar lg rilis TB3, bhkn ada prototipe pesawat tempur jg. | 0 | 0 | 1;
alambaskoroke4 | RT @Mentimoen: Pertempuran di Ukraina ini benar2 beda dengan serangan Amerika ke negara2 Arab atau Afghan, yg beda banget tingkat kemampuan… | 0 | 46 | 0;
alambaskoroke4 | RT @Mentimoen: Berita sliweran terjadi, foto diberi caption berbeda. Misalnya, kantor berita Ukraina menyebarkan foto (kiri) apartment yg t… | 0 | 122 | 0;
alambaskoroke4 | RT @Mentimoen: 1 pesawat tempur Su-25 Russia jatuh kerena kesalahan pilot. Pilotnya selamat terlontar keluar dan kembali ke unitnya. (RIA) | 0 | 24 | 0;
dasyaca | kenapa selama di pekanabru sering banget denger suara pesawat tempur ya | 0 | 0 | 0;
hennypyk | Apakah Turkey siap menghadapi NATO.  Drone vs 100 pesawat tempur. | 0 | 0 | 0;
rudyawok1 | @begoeloh @MondferL @budimandjatmiko Percuma AS, Nato kirim senjata n pesawat tempur tp cm ngopi2 doang dipolandia,… https://t.co/zWinjFjnSh | 0 | 0 | 0;
Jaga_Nusantara_ | @Opowaelahkeno77 Jangan ditiru gaes.  Setau sy bayi tidak boleh dikocok2 kepalanya karena posisi otaknya masih lemah… https://t.co/ENoScF3ZD8 | 0 | 0 | 2;
Jon_de_Ababiel | @NewOpang Gegara tidak beli pesawat tempur RRC tapi beli ke Perancis e...di ejek 😩🤮, nasib jadi negara kita...😊 | 0 | 0 | 1;
detikcom | Sejumlah pesawat tempur Jerman mengudara di wilayah Polandia dalam rangka patroli udara. https://t.co/fJNWB5J9fb | 0 | 0 | 9;
"TriWahyuYulian1 | @aldimaulana___ @PolJokesID @fullmoonfolks Tadi mikir ""wah hebat PP punya pesawat tempur sendiri, model apa nih?""… https://t.co/B3WH8DZOOC | 0 | 0 | 1";
HatamiMauli | Pengen beli pesawat jet tempur | 0 | 0 | 0;
outraandalas | RT @SomSom48247777: @CNNIndonesia Bayangin,jika semua maskai swasta dan garuda pake CN235.ada berapa ratus pesawat tsb beredar di nusantara… | 0 | 1 | 0;
Hilang_Sendiri | di tanah. tank tak  hancur oleh peluru.  kota-kota mati  ditinggalkan keramaian.    dibekas gedung. bom  dijatuhkan dari… https://t.co/MsJqqYb3Vs | 0 | 1 | 7;
widiawatianaa | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
mujaaulia29 | RT @AlinasuhaPane3: @palinfoen Sebanyak 5400 tentara zionis mati 100 pesawat tempur hancur tank 1200 luluh lantak dan truk pengangkut perso… | 0 | 1 | 0;
"flurriesahi | RT @Mentimoen: Bagaimana sebaiknya menghadapi Afghanistan di bawah Taliban?    Dikerasin? Emang Taliban takut? Mereka sdh &gt; 20 tahun hidup di… | 0 | 29 | 0";
"gara27 | @Teuku10677516 Kode Flower ""F"" utk pesawat jet tempur buatan Amrik ya? | 0 | 0 | 1";
Michaelnur77 | RT @hsnsaputro: Padahal rusia punya ribuan pesawat tempur &amp; rudal supersonic..sbetulnya sangat mudah menghancurkan ukraina dlm hitungan jam… | 0 | 3 | 0
sendirian___ | RT @hsnsaputro: Padahal rusia punya ribuan pesawat tempur &amp; rudal supersonic..sbetulnya sangat mudah menghancurkan ukraina dlm hitungan jam… | 0 | 3 | 0
hsnsaputro | Padahal rusia punya ribuan pesawat tempur &amp; rudal supersonic..sbetulnya sangat mudah menghancurkan ukraina dlm hitu… https://t.co/RBGx5D3AXN | 0 | 3 | 1
KlMTHYUNG95 | @blacxtae Gua masukin bagasi pesawat tempur loe ☝️ | 0 | 0 | 0;
viaa_tha | Selain sebagai seni pertunjukan 'depopulasi' perang sejak abad ke 20 adalah bisnis &amp; marketing senjata. 'Anda tdk b… https://t.co/Vcr4yuumMS | 0 | 0 | 10
AlinasuhaPane3 | @palinfoen Sebanyak 5400 tentara zionis mati 100 pesawat tempur hancur tank 1200 luluh lantak dan truk pengangkut p… https://t.co/nxFhnqp0AA | 0 | 1 | 8;
alambaskoroke4 | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
militer_berita | #BeritaTerkini #BeritaViral #beritahariini     Krisis Ukraina, NATO Kirim 100 Pesawat Tempur ke Perbatasan Rusia… https://t.co/VaDnfDuF84 | 0 | 0 | 0;
farfromhoume | @amazedgive pesawat tempur-iwan fals | 0 | 0 | 1;
eithernals | @txtdrjkt Jangan lupa Jaktim punya bandara yang tiap tahun pasti ada tontonan pesawat tempur  sama jupiter aerobati… https://t.co/Uc2Fpx9I41 | 0 | 0 | 7;
MulyadiAkbar21 | RT @SuwitoRobby: @IMCMushroom Luar biasa Presiden Putin msk Tank d juga pesawat tempur Beliau ga msk gorong gorong https://t.co/uyJUJtB9oI | 0 | 2 | 0;
LubisSyahfin | @Banser_CyberNU Banser, tu ada info relawan gabung ukraina  Silahkan, lowongan masih seger dan jgn lupa tank, pesawa… https://t.co/AviyS7shsf | 0 | 0 | 0;
SuwitoRobby | @IMCMushroom Luar biasa Presiden Putin msk Tank d juga pesawat tempur Beliau ga msk gorong gorong https://t.co/uyJUJtB9oI | 0 | 2 | 1;
simpoverdk | @soommoning tentang jiro yang merancang pesawat tempur ini diambil dari kisah nyataa, tapi ada romance nyaa! mereka… https://t.co/HQiunN7Z5D | 0 | 0 | 0;
prytnma | RT @AngelMaximilan: @AngelMaximilan Penjajahan modern sedang terjadi.. Dengan dalih membantu mengamankan... Tidak ada yang gratis dalam hal… | 0 | 2 | 0;
AngelMaximilan | @AngelMaximilan Penjajahan modern sedang terjadi.. Dengan dalih membantu mengamankan... Tidak ada yang gratis dalam… https://t.co/BuOA4HTag5 | 0 | 2 | 5;
mujaaulia29 | RT @awwikanadi: Russia continues its military drills, conducting exercises with SU-25SM3 fighter jets.    Sebuah pesawat tempur-serang permuk… | 0 | 2 | 0;
DoanxEwon | @NinjaCir3ng Pesawat tempur Skadron Palak &amp; Prajurit Resimen Oleng siaga..😎😂 https://t.co/i3kVEzDoTR | 0 | 0 | 5
AnnisaNoerQ | RT @GNFI: Jumlah pesawat tempur Indonesia dirasa masih sedikit jika dibandingkan negara-negara lain di kawasan ASEAN. Terlebih Indonesia me… | 0 | 19 | 0;
shnhynw92 | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
SomSom48247777 | @CNNIndonesia Bayangin,jika semua maskai swasta dan garuda pake CN235.ada berapa ratus pesawat tsb beredar di nusan… https://t.co/VDNUgYGJlG | 0 | 1 | 3;
SomSom48247777 | @CNNIndonesia Yg gue sesalkan itu,kita punya industri pembuat kapal terbang....kapal terbang bro bukan sepeda mini… https://t.co/TmkgjVXMgF | 0 | 0 | 2;
Syamsud76579252 | RT @eradotid: Berdasarkan pernyataan resmi Ukraina melalui akun Facebook, tiga negara tersebut yakni Polandia, Bulgaria, dan Slovakia. http… | 0 | 1 | 0;
drunkhys | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
eradotid | Berdasarkan pernyataan resmi Ukraina melalui akun Facebook, tiga negara tersebut yakni Polandia, Bulgaria, dan Slov… https://t.co/4VPYgEG4y4 | 0 | 1 | 0;
Lizalarilari | RT @JhanPethuk: @CNNIndonesia Oh iya, baru ingat. Minyak goreng mahal gegara diborong Rusia. Dipakai buat pelicin rudal, tank dan pesawat t… | 0 | 2 | 0;
RipertPhilippe | Kerja Sama Indonesia-Prancis: Dari Rempah-rempah sampai Pesawat Tempur https://t.co/CCEL46JSIK via @YouTube | 0 | 0 | 0;
SumitadaOmura | Kita belum tau apakah Antonov An-225 Mriya (Мрія - Dream) dalam keadaan selamat, karena bandara masih dibawah kontr… https://t.co/gCyW1PXATe | 0 | 0 | 4;
OmuraSumitada | Kita belum tau apakah Antonov An-225 Mriya (Мрія - Dream) dalam keadaan selamat, karena bandara masih dibawah kontr… https://t.co/hHiGJXc026 | 0 | 0 | 2;
LangkirKliwon | Kita belum tau apakah Antonov An-225 Mriya (Мрія - Dream) dalam keadaan selamat, karena bandara masih dibawah kontr… https://t.co/hLwz7D9UHL | 0 | 0 | 0;
KliwonLangkir | Kita belum tau apakah Antonov An-225 Mriya (Мрія - Dream) dalam keadaan selamat, karena bandara masih dibawah kontr… https://t.co/lQrTOsCv9l | 0 | 0 | 2;
sileboey | Pesawat tempur by IWAN FALS - https://t.co/GF8VbRwde0 | 0 | 0 | 0;
shnhynw92 | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
nabanmudrik | ini suara angin apa suara pesawat tempur? | 0 | 0 | 0;
Jaga_Nusantara_ | Gambar ini juga jangan dikasih liat kadrun, disangka beneran.    Kalo pesawat pake masker karena takut asap pesawat t… https://t.co/WSCHH0aZ3u | 0 | 0 | 2;
Comment_25 | @nurrezapratama @kompascom Emang buatan Rusia.dulu negara Ukrania itu termasuk Rusia .dulu Rusia bikin roket dan pe… https://t.co/kgc6Bb1VSF | 0 | 0 | 0;
hajisubangg | Ini pesawat tempur lewat lewat mau pemanasan atau manas manasin? | 0 | 0 | 0;
KATADATAcoid | RT @databoksid: Ini daftar 10 pesawat jet tempur termahal di dunia pada 2021. Harganya mencapai triliunan rupiah. #Databoks https://t.co/X9… | 0 | 1 | 0;
